fromBundle,cardinality,toBundle
arbeitgeberbestandsfuehrung.ui,1192,type
datenaustausch-eel.ui,781,type
kunde-vor-ort.ui,101,type
vorgang-type.biz,11,type
leistungsmanagement.ui,323,type
vollmacht-uebergreifend.biz.impl,5,type
vorgang.ui.qs,94,type
vps.biz.qs,29,type
vorgang.biz,2691,type
tim.ext.inbound.qs,3,type
prozess.ui,11,type
diseasemanagement.ui.qs,2,type
akquise.ui.qs,144,type
adress-service.biz.qs,302,type
arbeitgeberleistung-antrag-suche.ui,40,type
hilfsmittelversorgung.ui.qs,155,type
zusatzvertrag.biz,2285,type
fahrkosten.ui.qs,15,type
sozialhilfetraeger.biz.qs,7,type
versorgungsbezug-meldungen.ui,365,type
vertrieb.ui.api,5,type
uvtraeger.biz,58,type
pzr.biz.qs,39,type
da-mitteilungsverfahren-rv.biz.qs,545,type
sonstigerleistungserbringer.ui,13,type
type.impl,1277,type
fahrkosten.biz.impl,391,type
vollstreckung.biz,171,type
eel-basis.biz.qs,64,type
pzr.proc,51,type
leistungen-datenaustausch.biz.qs,1,type
meldungen-basis.ui.api,8,type
testdaten-diga.ui,20,type
kim-log.biz.qs.api,3,type
medizinproduktregress.ui.impl,43,type
geschaeftspartner.ui.qs,32,type
versorgungsangebot.biz,603,type
sonstiger-geschaeftspartner.biz.qs,204,type
pcschriftgut-extern.biz,30,type
vollstreckung.ui,76,type
korrespondenz.ui.api,4,type
chroniker.ui,156,type
pflegeperson.proc.qs,78,type
tk.sys.security.test,10,type
gesundheitsprojekte.ui,944,type
beitragserstattung-aus-rente.ui,371,type
prozessereignismanager.ui.impl,4,type
da-zahnaerzte.biz,1396,type
seminarverwaltung.ui,141,type
testdaten-krankenhausaufenthalt.ui.impl,6,type
fusionsarchiv-allgemein.ui.qs,12,type
insolvenzmanagement.biz.qs,578,type
pflegeperson.biz.api,92,type
krebsregister-abrechnung.biz.qs,359,type
krankenhausaufenthalt.ui,2864,type
mbkarchiv.biz,788,type
tracking-prozesse.biz.qs,14,type
zuzahlung.ui.qs,5,type
beitragserstattung-aus-rente.biz,1085,type
zuzahlung.biz.qs,407,type
gesundheitsprojekte.biz,363,type
mutterschaftsgeld.ui,427,type
praevention.ui,78,type
dynamictkenum-offline-values.qs,40,type
systemanforderungen.biz.qs,46,type
vertriebspartner.ui.impl,779,type
abr-sonst-leistungserbringer.ui.impl,193,type
schulung.qs,23,type
dokumentenarchiv.ui,92,type
gutachterverzeichnis.ui.qs,111,type
organisationsverwaltung.biz.qs,693,type
leistungsrueckforderung.ui,431,type
icdverzeichnis.biz,39,type
zusatzvertrag.biz.api,3,type
icd.biz.qs,131,type
fahrkosten.ui.impl,162,type
interessent.biz,631,type
eessi-institution.biz,70,type
gesundheitskarte.ui,117,type
dhd.biz.impl,15,type
gkkmitgliederarchiv.biz.qs,21,type
krankenkassenverzeichnis-components.ui,7,type
kim-log.biz.api,7,type
testdaten-versicherter.biz.qs,54,type
datenaustausch-eel.proc,5,type
tk-patientenquittung.ui,85,type
selvabrechnung.ui.qs,14,type
systemanforderungen.ui,150,type
crm.ui,1782,type
da-za-leistungsantraege.biz.qs.api,65,type
datenaustausch-eel.biz.api,103,type
versorgungsabrechnung.ui.impl,748,type
leistungsmanagement.biz,435,type
gesundheitsprojekte-suche.ui,12,type
sozialhilfetraeger.ui,316,type
regiplan.ui,21,type
duebak-meldungen.ui,305,type
unfall-basis.biz,30,type
kieferorthopaedie.biz,818,type
personalverzeichnis.biz,203,type
kunde-vor-ort.biz.qs,275,type
uvtraeger.ui.impl,72,type
systemanforderungen.biz,377,type
haertefall-basis.biz,7,type
bonusprogramm.biz,369,type
krankenhausaufenthalt-basis.type,42,type
kur.biz.qs,1472,type
haeusliche-krankenpflege.ui,1365,type
versorgungsbezug-meldungen.biz,532,type
prozess.biz.impl,9,type
sap-eam-stammdaten.biz,55,type
arbeitgeberbestandsfuehrung.ui.qs,52,type
fusionsarchiv-krankenhaus.type,9,type
gutachterverzeichnis-components.ui,8,type
gesundheitskarte.batch,5,type
mitteilungsmanagement.biz.qs,64,type
haushaltshilfe.ui,581,type
korrespondenzpartner.ui.qs,6,type
fusionsarchiv-stammdaten.biz.qs,35,type
neuaufnahmemanager.biz.qs,139,type
tracking.ui,1,type
widerspruch.biz.qs,358,type
hzv.ui,192,type
erv.biz.qs,13,type
pflegeunterstuetzungsgeld.biz,498,type
kunde-vor-ort.biz.api,40,type
behandlerverzeichnis-components.ui,29,type
sozialversicherungsabkommen.biz.qs,31,type
dhd.ui.impl,22,type
ki-pilot.biz,20,type
suchfeldaufbereitung.util,74,type
krankenhausverzeichnis.biz,680,type
sonstigerleistungserbringer.biz.qs,4,type
arbeitgeberleistung.biz.qs,398,type
mdkverzeichnis-components.ui,6,type
seminarverwaltung.ui.qs,47,type
arbeitgeberbestandsfuehrung.biz.qs.api,45,type
bearbeitungsinformation.biz,14,type
crm.ext.inbound,15,type
proko-schriftgut-beispiel.ui.impl,1,type
sonstige-leistung.biz.qs,103,type
leistung-services.psycho.biz.api,4,type
datenaustausch-finanzverwaltung.ui,408,type
gesundheitsdividende.ui,31,type
hilfsmittelverzeichnis.biz,252,type
heilmittelverzeichnis.biz,22,type
haertefall.biz,1837,type
praevention.biz.qs,106,type
dokumentenaufnahme.ui.impl,1,type
arbeitgeberbestandsfuehrung-einstieg.ui,325,type
insolvenzmanagement-components.ui,12,type
uicomponents.ui.qs,852,type
fusionsarchiv-krankenhaus.ui,126,type
duebak-meldungen.biz.qs.api,1,type
versichertenbestandsfuehrung.biz.api,65,type
proko-schriftgut-beispiel.proc.qs,1,type
begleiter.biz,37,type
datenaustausch-eel.ui.qs,24,type
kostenerstattungswahl.biz,39,type
leistungsmanagement.biz.qs,117,type
implantattraeger.biz,4,type
kur.biz.api,27,type
leistung-services.biz.qs,35,type
rehasport.biz.impl,61,type
testdaten-pzr.ui.impl,3,type
da-abfrage-mitgliedschaft.biz.qs,22,type
kim-log.biz.impl,108,type
hochschul-meldungen.ui,15,type
ems.ext.outbound.qs,1,type
sozialhilfetraeger.ui.qs,16,type
haushaltshilfe.biz.api,10,type
fv-meldungen.biz,232,type
heilmittelverzeichnis.ui.qs,3,type
gesundheitskarte.biz,850,type
gerichtsverzeichnis.ui.impl,13,type
rechnungswesen.biz.qs,1052,type
verordnung-util.biz.api,4,type
mdkverzeichnis.biz.qs,40,type
prozess.ui.qs,11,type
versorgungsangebot.biz.qs,247,type
organisationsverwaltung-uebergreifend.biz,4,type
krankenhausaufenthalt.biz.qs,4972,type
interessent-pflege.biz,498,type
rvtraeger.biz,2,type
dokumentenarchiv.biz.qs,47,type
zusatzvertrag-batch.biz.qs,96,type
testdaten-pflegeversicherung.ui.impl,10,type
versorgungsamtsbescheid.ui,14,type
krebsregister.ui.qs,42,type
gkkmitgliederarchiv.biz,63,type
arbeitsunfaehigkeit.biz,1183,type
diseasemanagement.biz,478,type
versorgungsamtsbescheid.biz.qs,3,type
haertefall.ui.qs,427,type
da-beitragsdifferenzierung-pv.ui.impl,11,type
einstufungsverlauf-basis.biz,146,type
asv-verzeichnis.biz,17,type
vertrieb.ui.qs,113,type
da-aerzte-hzv.ui,229,type
tk.de.biz.qs,186,type
leistungsaushilfe-ausland.ui,222,type
datenaustausch-eel.biz.qs.api,20,type
versorgungsangebot.ui.qs,27,type
krankenhausaufenthalt.biz.impl,37,type
kvnr-meldungen.ui.impl,124,type
bankverzeichnis.biz,319,type
sozialausgleich-meldungen.ui,184,type
haushaltshilfe.biz.qs,126,type
leistungsrueckforderung.biz,1010,type
dokumentenklasse-vorgang.biz.api,1,type
pflegeperson.proc,66,type
gutachterverzeichnis.ui,283,type
uvtraeger.ui.qs,10,type
indikationsverzeichnis.ui.qs,1,type
vorgang-intern.biz,12,type
da-sonstigeleistungserbringer.biz,325,type
tk-termin.ui.impl,43,type
tkkonto.ui,3078,type
sonst-leistungsrueckforderung.biz.impl,137,type
da-aerzte-hzv.biz,531,type
neuaufnahmemanager.ext.inbound.qs,4,type
personalisierte-secpruefung.biz.api,1,type
arztgebuehrenpositionen.biz,2,type
leistungsrueckforderung.type,4,type
hochschul-meldungen.biz.qs,108,type
melderegisterabgleich.ui.impl,45,type
duebak-meldungen.biz.api,3,type
korrespondenz.ui,516,type
da-aerzte-kollektiv.ui.qs,116,type
tk.de.ui,36,type
schulung,174,type
arbeitgeberbeitrag-suche.ui,17,type
leistung-services.biz.impl,27,type
gerichtsverzeichnis.biz.impl,73,type
einstufungsverlauf.proc,43,type
da-mitteilungsverfahren-rv.biz.api,9,type
arbeitsagentur.biz,189,type
da-aerzte-asv.ui,224,type
bonusprogramm.ui,174,type
krebsregister-abrechnung.biz,480,type
kassenwechsel-leistungsdaten.biz.api,1,type
prozessereignismanager.biz.qs,58,type
da-basis.biz,109,type
eessi-institution.ui,40,type
adress-service.biz.api,11,type
konfigurierbare-leistung.biz,99,type
korrespondenz-datenmodelle.generiert,3428,type
da-beitragsdifferenzierung-pv.ui.qs,67,type
kassenwechselmeldungen.biz.impl,436,type
uvtraeger.biz.qs,3,type
sonst-leistungsrueckforderung.ui.impl,40,type
beitrag.biz,5452,type
vorgang-querschnittssysteme.biz.api,2,type
diga.ui.qs,15,type
sozialversicherungsabkommen.biz,68,type
indikationsverzeichnis.biz.impl,18,type
stoppuhr.ui,28,type
prozess.biz.qs,159,type
eel.proc,6,type
crmbasis.biz.qs,55,type
rechnungswesen.ui.qs,1,type
datenaustausch-eel.biz.impl,977,type
ik-inhaber-verzeichnis.ui,251,type
meldungen-basis.biz.qs,22,type
haertefall.proc.qs,179,type
schriftgut-archiv.ui,11,type
geschaeftspartner.biz.qs,10376,type
da-aerzte-asv.biz.qs,90,type
mbkarchiv.ui,230,type
eel.biz.api,12,type
kinderkrankengeld.proc,4,type
organisationsverwaltung-components.ui,141,type
zahnersatz.biz.qs,208,type
meldungen-basis.biz.api,42,type
tkkonto.biz,3315,type
melderegisterabgleich.biz.api,15,type
gutachterverzeichnis.biz.qs,38,type
arbeitgeberbestandsfuehrung.biz.api,196,type
korrespondenz-uebergreifend.biz,122,type
uicomponents.ui,1236,type
mitteilungsmanagement.biz,107,type
diga.biz,701,type
da-abfrage-mitgliedschaft.biz.impl,34,type
geschaeftspartner-application.ui,222,type
meinetk.ext.outbound.qs,2,type
fusionsarchiv-stammdaten.ui.qs,5,type
leistung-uebergreifend.biz.qs,73,type
gkkmitgliederarchiv.ui,59,type
chroniker.biz.qs,42,type
diseasemanagement.biz.qs,447,type
tk-vorsorge-planer.ui.qs,11,type
da-basis.biz.api,1,type
korrespondenz.ext.outbound.qs,9,type
versorgungsangebot-components.ui,43,type
studienverlauf.ui.qs,19,type
betriebsnummernverzeichnis.biz,114,type
fusionsarchiv-arbeitgeberleistung.biz,1,type
fv-meldungen.ui.qs,7,type
sozialausgleich-meldungen.biz.qs,2204,type
fusionsarchiv-stammdaten.biz,102,type
rechtsakte.biz,18,type
insolvenzmanagement.ui,1978,type
suchfeldaufbereitung.util.qs,41,type
dividende.biz,196,type
fusionsarchiv-leistung.ui,89,type
versorgungsamtsbescheid.biz,11,type
haushaltshilfe.ui.qs,24,type
dokumentenarchiv.ui.qs,10,type
meinetk.biz.qs,164,type
haeusliche-krankenpflege.ui.qs,64,type
tk-termin.biz.qs,19,type
crm-type.biz,6,type
geschaeftspartner.biz,3457,type
asv-basis.biz,23,type
akquise.proc,137,type
da-za-leistungsantraege.ui.qs,1,type
zentralregistratur.biz,135,type
rechnungswesen.proc.api,1,type
krankenhausverzeichnis.ui.qs,33,type
crm-vorgang.biz.api,7,type
vertrieb.ui,1127,type
zuzahlung.ui,652,type
sozialhilfetraeger.biz,96,type
haertefall.ui,1551,type
type.impl.qs,81,type
tim.ui.impl,6,type
haushaltshilfe.biz,423,type
sonstige-leistung.biz,1467,type
dokumentenaufnahme-uebergreifend.biz,16,type
einstufungsverlauf.proc.qs,126,type
mitgliederbeitrag.biz.qs,909,type
ik-inhaber-verzeichnis-suche.ui,22,type
leistungsuebersicht.ui,24,type
testdaten-versicherter.ui,264,type
sozialhilfetraeger-abrechnung.leistung.api.qs,50,type
zusatzvertrag.ui,1443,type
tk.sys.gui.editpattern.test,262,type
fusionsarchiv-pflegeperson.ui,6,type
da-aerzte-hzv.biz.api,4,type
pflegeunterstuetzungsgeld.ui,331,type
versichertenbestandsfuehrung.biz,3269,type
ems.web,8,type
basis.biz,1,type
mitgliederbeitrag.ui,486,type
apotheke.ui,2517,type
rente.biz.qs,1062,type
kassenwechselmeldungen.ui.impl,70,type
rechnungswesen.biz,4569,type
gesundheitskarte.ui.qs,186,type
hilfsmittelversorgung.biz.qs,1096,type
datenaustausch-geldleistungen-basis.biz.impl,30,type
versorgungsbezug-meldungen.ui.qs,120,type
fusionsarchiv-allgemein.ui,16,type
kieferorthopaedie.ui,1239,type
entsendung.biz,3396,type
fahrkosten.biz.qs,753,type
gebietsabgrenzung.biz,242,type
da-zahnaerzte.biz.qs,1033,type
dokumentenarchiv.biz,147,type
eel.biz.qs,914,type
ik-inhaber-verzeichnis.biz.impl,3,type
vorgang.ui,822,type
rsa-clearing.biz,354,type
da-sonstigeleistungserbringer.biz.api,5,type
tim.ext.inbound,3,type
psychotherapie.ui,332,type
arbeitsunfaehigkeit.ui,599,type
rvtraeger.ui,25,type
indikationsverzeichnis.ui.impl,6,type
kv-verzeichnis.ui,23,type
crm-imail.ui.qs,5,type
kurverzeichnis.ui,434,type
gebuehrenordnung.ui,54,type
schnellerfassung.ui.qs,14,type
vertrieb.biz,1432,type
diga.ext.inbound.qs,3,type
begleiter.ui,3,type
tracking.biz.qs,15,type
geschaeftspartner.ui.impl,68,type
da-sonstigeleistungserbringer.ui,9,type
abr-sonst-leistungserbringer.ext.inbound.qs,9,type
da-uv-traeger.biz.qs,244,type
kvnr-meldungen.biz.qs,512,type
stoppuhr.biz.qs,66,type
tk-patientenquittung.biz.api,3,type
tk.de.web,481,type
personalisierte-secpruefung.biz,32,type
sonstige-leistung.ui,1279,type
eel-basis.biz,581,type
crm.biz.api,4,type
zusatzvertrag-extern.biz,27,type
praevention.proc.qs,40,type
vorgang-application.ui,51,type
gebuehrenordnung.biz,43,type
gesundheitsprojekte.biz.api,1,type
pzr.biz.api,5,type
geschaeftspartner.biz.impl,161,type
vorgang.ui.api,2,type
leistung-services.sl.biz.api,4,type
versichertenbestandsfuehrung-components.ui,86,type
akquise.ui.impl,973,type
mitteilungsmanagement.ui,12,type
kvnr-meldungen.biz.impl,413,type
rechnungswesen-type.biz,13,type
versichertenbestandsfuehrung-basis.biz,59,type
fahrkosten.proc.qs,14,type
korrespondenz-fachbezug.ui,17,type
testdaten-versicherter.biz,181,type
organisationsverwaltung-components.ui.qs,2,type
korrespondenz-basis.biz,139,type
vertriebspartner.biz,800,type
fusionsarchiv-arbeitgeberleistung.ui,1,type
sozv-meldungen.biz,2352,type
vertriebspartner.ui.qs,19,type
praevention.ui.qs,23,type
crm-kontaktauswahl.ui,40,type
mitgliederbeitrag.biz,2567,type
selvteilnahme.ui.qs,2,type
leistungen-pruefungen.biz,2,type
mitteilungsmanagement-basis.biz.qs,18,type
da-aerzte-hybrid-drg.biz.qs,113,type
gebietsabgrenzung.ui,53,type
einstufungsverlauf.biz.qs,2096,type
verordnung-util.biz.impl,6,type
zahnersatz.biz,703,type
kur.ui,2428,type
prozessereignismanager.proc.qs,17,type
adress-service.ui,46,type
pflegeperson.ui.impl,87,type
leistungen-components.ui,38,type
kurverzeichnis.biz.qs,160,type
prozessereignismanager.ui.qs,5,type
arbeitsunfaehigkeit.biz.qs,970,type
meldungen-basis.ui,18,type
sonstiger-geschaeftspartner-systemanforderungen.biz,36,type
datenaustausch-finanzverwaltung.biz,1061,type
ik-inhaber-verzeichnis.biz,797,type
kieferorthopaedie.biz.qs,392,type
arbeitgeberbeitrag.biz.api,2,type
schnellerfassung.ui,50,type
e-nachricht.ui.impl,4,type
selvabrechnung.biz.qs,329,type
beitrag.ui,114,type
leistungsaushilfe-ausland.biz,356,type
fusionsarchiv-krankenhaus.biz,12,type
tk-vorsorge-planer.biz,97,type
rechnungswesen-type.biz.qs,15,type
vorgang.biz.qs.api,22,type
krankenhausaufenthalt-components.ui,20,type
arbeitgeberbestandsfuehrung-uebergreifend.biz,33,type
leistung-services.hk.biz.api,3,type
zahnersatz.proc.qs,15,type
widerspruch.biz.api,2,type
tk.de.web.qs,30,type
interessent.biz.qs,496,type
kur.biz,3738,type
krankenkassenverzeichnis.ui.qs,33,type
kvnr-meldungen.biz.api,1,type
rechtsakte.biz.qs,8,type
zusatzvertrag.biz.qs,161,type
kurverzeichnis.biz,429,type
leistung-services.hh.biz.api,3,type
rechnungswesen.proc.qs,1,type
tkkonto.biz.qs,591,type
praeventionskurs.biz,135,type
rente.ui,517,type
einstufungsverlauf.web,15,type
dokumentenklasse.ui.impl,4,type
unfall.ui.qs,419,type
mutterschaftsgeld.biz.qs,960,type
bonusprogramm.biz.qs,573,type
interessent.ui,18,type
geschaeftspartner.ext.inbound,58,type
kostenerstattung.biz,2162,type
pzr.ui.impl,84,type
datenaustausch-eessi.biz.api,2,type
sap-eam-stammdaten.ui,166,type
selvabrechnung.biz,329,type
unfall.biz.qs,786,type
vertriebspartner.biz.api,1,type
dokumentenaufnahme.biz.api,3,type
datenaustausch-geldleistungen-basis.biz.api,34,type
kinderkrankengeld.biz.qs,393,type
arbeitgeberbeitrag-systemanforderungen.biz,38,type
fv-meldungen.biz.qs,274,type
pflegeversicherung.ui,4265,type
indikationsverzeichnis.biz.qs,6,type
stoppuhr.biz,38,type
leistungsrueckforderung.biz.qs,639,type
kur-components.ui,13,type
kur.proc.qs,43,type
abr-sonst-leistungserbringer.ui.qs,47,type
tk-patientenquittung.biz,560,type
da-aerzte-hzv.ui.qs,4,type
hilfsmittelversorgung.ui,1243,type
behandlerverzeichnis.ui,244,type
icdverzeichnis.ui,9,type
abr-sonst-leistungserbringer.proc,12,type
sozialausgleich-meldungen.ui.qs,48,type
leistung-uebergreifend.biz,50,type
zahnersatz-components.ui,4,type
sozv-meldungen.biz.qs,2145,type
e-nachricht.biz.qs,3,type
prozess-beispiel.ui.impl,4,type
tk.de.web.outbound,6,type
rsa-clearing.biz.qs,92,type
sozialausgleich-meldungen.biz,707,type
meldungen-basis.biz.qs.api,10,type
bankverzeichnis.biz.qs,143,type
duebak-meldungen.biz.qs,335,type
datenaustausch-eel.biz.qs,2094,type
versichertenbestandsfuehrung.biz.qs,1615,type
testdaten-pflegeversicherung.biz.impl,37,type
sozialhilfetraeger-abrechnung.biz,901,type
crm.biz.qs.api,9,type
kassenwechselmeldungen.biz.qs,551,type
datenaustausch-eessi.ui,1295,type
datenaustausch-geldleistungen-basis.biz.qs,72,type
sozialversicherungsabkommen.ui,57,type
begleiter.biz.qs,1,type
icd.biz,185,type
erv.biz.impl,33,type
prozess.biz.qs.api,7,type
versichertenbestandsfuehrung.ui.qs,144,type
vertriebspartner.biz.qs,893,type
beitrag.ui.qs,60,type
vertrieb.biz.qs.api,16,type
rechnungswesen.proc,10,type
datenaustausch-eel.biz,1625,type
pflegeunterstuetzungsgeld.biz.qs,60,type
kieferorthopaedie-uebergreifend.biz,4,type
gerichtsverzeichnis.biz.api,1,type
proko-schriftgut-beispiel.proc,2,type
inbound-versicherter.ext.inbound,189,type
konfigurierbare-leistung.ui,98,type
dokumentenklasse.biz,80,type
einstufungsverlauf.web.qs,12,type
zusatzvertrag.ui.qs,24,type
external-application.ui,13,type
schriftgut.biz,13,type
hilfsmittelverzeichnis.ui,205,type
tk.sys.workitem.test,28,type
haeusliche-krankenpflege.biz.api,1,type
interessent-pflege.biz.qs,21,type
diseasemanagement.ui,120,type
integrierteversorgung.biz,10,type
leistungsrueckforderung.leistung.api,68,type
unfall-basis.biz.qs,14,type
fusionsarchiv-beleg.biz,85,type
krankenhausverzeichnis-systemanforderungen.biz,10,type
pzr.proc.qs,3,type
personalisierte-secpruefung.biz.qs,3,type
mdkverzeichnis.ui,188,type
apothekenabrechnung.biz.qs.api,2,type
psychotherapie.biz,328,type
ik-inhaber-verzeichnis.biz.qs,874,type
tk-patientenquittung.biz.qs,295,type
adress-service.biz,212,type
kv-verzeichnis-rollen.biz.qs,8,type
rehasport.proc,2,type
tk.sys.gui.test,255,type
datenaustausch-eessi.ext.outbound.qs,2,type
haftpflichtversicherer.ui.qs,9,type
versorgungsangebot.ui,770,type
meinetk.web,1182,type
pflegeversicherung.biz.impl,9145,type
kv-verzeichnis.biz,95,type
melderegisterabgleich.biz.impl,235,type
ui-testtools.ui,166,type
zentralregistratur.biz.qs,24,type
rechnungswesen.ui,2057,type
neuaufnahmemanager.biz,390,type
praevention.biz,180,type
meldungen-basis.ui.qs,44,type
eessi-institution.biz.qs,10,type
mbkarchiv.biz.qs,49,type
betriebsnummernverzeichnis.biz.qs,4,type
haertefall.biz.api,3,type
da-aerzte-hybrid-drg.ui.impl,36,type
tk-termin.web,21,type
zahnersatz.biz.api,15,type
eel.biz,4700,type
hauptzollamt.biz,80,type
leistung-services.ze.biz.api,4,type
tk.qs.sys.boi.test,51,type
einstufungsverlauf.biz.api,68,type
zentralregistratur.ui,123,type
versorgungsabrechnung.biz.impl,577,type
rehasport.ui.impl,16,type
mutterschaftsgeld.biz,914,type
datenaustausch-eel-uebergreifend.biz,17,type
fv-meldungen.ui,83,type
optimization,2,type
tk.de.biz,338,type
versichertenbestandsfuehrung.biz.impl,11,type
crm.biz.qs,278,type
hzv.biz.qs,123,type
kim-log.ui.impl,83,type
geocodingservice.biz.qs,201,type
arbeitgeberbeitrag.biz.qs,6608,type
testdaten-kur.ui,11,type
crm-imail.ui,44,type
da-sonstigeleistungserbringer.biz.qs,77,type
arztgebuehrenpositionen.biz.qs,33,type
vorgang.biz.qs,341,type
zusatzvertrag-batch.biz,400,type
zentralregistratur.ui.qs,18,type
widerspruch.biz,1056,type
seminarverwaltung.biz,360,type
haeusliche-krankenpflege.biz.qs,626,type
krankenhausaufenthalt.biz,5406,type
krankenhausaufenthalt.biz.api,4,type
gesundheitsprojekte.biz.qs,82,type
prozess-beispiel.proc.qs,37,type
da-aerzte-asv.biz,288,type
tracking.biz,10,type
haertefall.biz.qs,1988,type
adress-service.ui.qs,14,type
korrespondenz-type.biz,49,type
kurverzeichnis.ui.qs,20,type
selvabrechnung.ui,184,type
krebsregister-stammdaten.biz,100,type
hilfsmittelversorgung.biz,2062,type
entsendung.ui,931,type
unfall.biz.api,6,type
leistungssystem.ui.api,1,type
duebak-meldungen.biz,515,type
behandlerverzeichnis.biz,600,type
medizinproduktregress.biz.impl,14,type
sap-eam-stammdaten.biz.qs,8,type
bankverzeichnis.ui,35,type
bankverzeichnis.ext.inbound,2,type
pflegeversicherung.biz.api,61,type
e-nachricht.biz.impl,1,type
vertriebspartner.biz.qs.api,1,type
datenaustausch-eessi.ui.qs,140,type
leistungsaushilfe-ausland.biz.qs,109,type
gebietsabgrenzung.biz.qs,447,type
da-aerzte-hybrid-drg.ui.qs,25,type
zahnersatz.ui,530,type
tk-termin.biz.impl,103,type
versichertenbestandsfuehrung.biz.qs,73,versichertenbestandsfuehrung.biz.impl
fv-meldungen.ui.qs,1,fv-meldungen.ui
kur.ui.qs,1,haertefall.ui.api
haertefall.ui,15,haertefall.ui.api
kur.ui,2,haertefall.ui.api
versorgungsabrechnung.biz.qs,1656,versorgungsabrechnung.biz.impl
versorgungsabrechnung.ui.impl,4531,versorgungsabrechnung.biz.impl
versorgungsabrechnung.ui.qs,67,versorgungsabrechnung.biz.impl
widerspruch.ui,2,zentralregistratur.ui
zentralregistratur.ui.qs,13,zentralregistratur.ui
medizinproduktregress.ui.api,2,medizinproduktregress.biz.api
unfall.biz,31,medizinproduktregress.biz.api
unfall.ui,24,medizinproduktregress.biz.api
medizinproduktregress.ui.impl,21,medizinproduktregress.biz.api
medizinproduktregress.biz.impl,93,medizinproduktregress.biz.api
leistung-services.biz.impl,1,leistung-services.ze.biz.api
einstufungsverlauf.biz,1,tk.sys.eai.adapter.batch
da-aerzte-kollektiv.biz,2,tk.sys.eai.adapter.batch
apothekenabrechnung.biz,2,tk.sys.eai.adapter.batch
korrespondenz.biz,3,tk.sys.eai.adapter.batch
da-aerzte-kollektiv.ui,1,tk.sys.eai.adapter.batch
gesundheitskarte.biz.qs,12,tk.sys.eai.adapter.batch
einstufungsverlauf.ui,3,tk.sys.eai.adapter.batch
tk.sys.eai.adapter.batch.qs,93,tk.sys.eai.adapter.batch
testdaten-kur.biz.impl,1,tk.sys.eai.adapter.batch
sozv-meldungen.ui,3,tk.sys.eai.adapter.batch
datenaustausch-eel.ui,3,tk.sys.eai.adapter.batch
tk.sys.eai.adapter.tkeasy.qs,13,tk.sys.eai.adapter.batch
versorgungsbezug-meldungen.ui,4,tk.sys.eai.adapter.batch
seminarverwaltung.ui,1,tk.sys.eai.adapter.batch
krankenhausaufenthalt.ui,1,tk.sys.eai.adapter.batch
crm.ui,1,tk.sys.eai.adapter.batch
gesundheitskarte.biz,1,tk.sys.eai.adapter.batch
arbeitsunfaehigkeit.biz,1,tk.sys.eai.adapter.batch
tk.sys.eai.adapter.controlm,1,tk.sys.eai.adapter.batch
apotheke.ui,1,tk.sys.eai.adapter.batch
kvnr-meldungen.biz.qs,2,tk.sys.eai.adapter.batch
tk.sys.eai.qs,3,tk.sys.eai.adapter.batch
kostenerstattung.biz,1,tk.sys.eai.adapter.batch
pflegeversicherung.ui,1,tk.sys.eai.adapter.batch
testdaten-pflegeversicherung.biz.impl,1,tk.sys.eai.adapter.batch
tk.batch.framework.qs,58,tk.sys.eai.adapter.batch
crm.biz.qs,1,tk.sys.eai.adapter.batch
krankenhausaufenthalt.biz,1,tk.sys.eai.adapter.batch
entsendung.ui,4,tk.sys.eai.adapter.batch
tk.batch.auskunft,6,tk.sys.eai.adapter.batch
da-aerzte-hybrid-drg.ui.qs,145,da-aerzte-hybrid-drg.ui.impl
tk.sys.boi.qs,9,tk.sys.injection.qs
einstufungsverlauf.biz,16,prozessereignismanager-referenzen.biz.api
abr-sonst-leistungserbringer.biz.impl,3,prozessereignismanager-referenzen.biz.api
haertefall.proc,16,prozessereignismanager-referenzen.biz.api
dokumentenaufnahme.biz,15,prozessereignismanager-referenzen.biz.api
dokumentenaufnahme.biz.qs,2,prozessereignismanager-referenzen.biz.api
prozessereignismanager-querschnitt.biz.api,4,prozessereignismanager-referenzen.biz.api
pflegeversicherung.proc,6,prozessereignismanager-referenzen.biz.api
praevention.proc,9,prozessereignismanager-referenzen.biz.api
einstufungsverlauf.ui,1,prozessereignismanager-referenzen.biz.api
abr-sonst-leistungserbringer.proc.qs,4,prozessereignismanager-referenzen.biz.api
prozess.biz.api,5,prozessereignismanager-referenzen.biz.api
vorgang.biz.api,8,prozessereignismanager-referenzen.biz.api
fahrkosten.proc,2,prozessereignismanager-referenzen.biz.api
vorgang.biz,15,prozessereignismanager-referenzen.biz.api
dokumentenarchiv.ui.api,5,prozessereignismanager-referenzen.biz.api
fahrkosten.biz.impl,18,prozessereignismanager-referenzen.biz.api
praevention.ui,2,prozessereignismanager-referenzen.biz.api
dokumentenarchiv.ui,6,prozessereignismanager-referenzen.biz.api
fahrkosten.ui.impl,11,prozessereignismanager-referenzen.biz.api
prozess.biz.impl,2,prozessereignismanager-referenzen.biz.api
rehasport.biz.impl,7,prozessereignismanager-referenzen.biz.api
haertefall.ui.qs,5,prozessereignismanager-referenzen.biz.api
einstufungsverlauf.proc,14,prozessereignismanager-referenzen.biz.api
prozessereignismanager.biz.impl,31,prozessereignismanager-referenzen.biz.api
prozessereignismanager.biz.qs,42,prozessereignismanager-referenzen.biz.api
prozess.biz.qs,2,prozessereignismanager-referenzen.biz.api
