bundleName,bundleClassification,bundleOrdinal,bundleDepartment,bundleProduct
leistungssystem.ui.api,DEV-APP/UI/COMPONENT,1172,IT.TA.LEBQ,Leistungssystem
rvtraeger.biz.qs,QS-APP/BIZ,1652,IT.TA.KMEL,Rente
entsendung.ui,DEV-APP/UI/APPLICATION,1368,IT.TA.KMEL,Entsendung
hilfsmittelversorgung.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,918,IT.TA.LEBQ,Hilfsmittel
tk.sys.query,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,375,IT.AF.FRW,Framework Persistenz
xmpcore,EXTERNAL,201,Unbekannt,Unbekannt
kurverzeichnis.ui.qs,QS-APP/UI,1826,IT.TA.LEVE,Kur
adress-service.ui.qs,QS-APP/UI,1869,IT.TA.KEGK,Adress-Service
haertefall.biz.qs,QS-APP/BIZ,1528,IT.TA.LEBQ,Haertefall - Belastungsgrenze
tracking-components.ui.qs,QS-APP/UI,1864,IT.TA.BCRM,Vorgangstracking
prozess-beispiel.proc.qs,QS-APP/BIZ-TOP,1730,IT.AF.PEP,Prozess-Beispiel
tk.sys.gui.infotree,DEV-FRAMEWORK/GUI-APPLICATION,443,IT.AF.FRW,Framework GUI
mitteilungsmanagement.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,917,IT.TA.GL,Mitteilungsmanagement
org.eclipse.equinox.registry,EXTERNAL,15,Unbekannt,Unbekannt
haeusliche-krankenpflege.biz.qs,QS-APP/BIZ,1503,IT.TA.LEBQ,Haeusliche Krankenpflege
widerspruch.biz,DEV-APP/BIZ/PROZESSDATEN/BESCHWERDE,997,IT.TA.WAVE,Widerspruchsbearbeitung
org.glassfish.ha.ha-api,EXTERNAL,112,Unbekannt,Unbekannt
zusatzvertrag-batch.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,996,IT.TA.WAVE,Wahltarife
studienverlauf.type.qs,QS-TYPE,1412,IT.TA.KMEL,Studienverlauf
arztgebuehrenpositionen.biz.qs,QS-APP/BIZ,1683,IT.TA.WAVE,Arztgebuehrenordnungsposition
da-sonstigeleistungserbringer.biz.qs,QS-APP/BIZ,1634,IT.TA.LEVE,DA Sonstige Leistungserbringer
asm-analysis,EXTERNAL,30,Unbekannt,Unbekannt
jakarta.websocket-api,EXTERNAL,156,Unbekannt,Unbekannt
korrespondenz-releasetest.biz,DEV-APP/BIZ/RELEASETEST,1062,IT.BA.DOC,Kiss24-TKeasy
kim-log.ui.impl,DEV-APP/UI/APPLICATION,1188,IT.AF.PIM,Kommunikation im Medizinwesen Log
ca.uhn.hapi.fhir.org.hl7.fhir.convertors,EXTERNAL/HAPI-FHIR,243,Unbekannt,Unbekannt
hzv.biz.qs,QS-APP/BIZ,1573,IT.TA.LEVE,Hausarztzentrierte Versorgung (HzV)
crm.biz.qs,QS-APP/BIZ,1654,IT.TA.BCRM,CRM
tk.de.biz,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,730,IT.ON.OGP2,tk.de
tk.db.log,DEV-FRAMEWORK/DB,330,IT.AF.FRW,Framework Persistenz
au-steuerung.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1418,IT.TA.GL,Arbeitsunfaehigkeit-Steuerung
datenaustausch-eel-uebergreifend.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,981,IT.TA.GL,DA Entgeltersatzleistungen
mutterschaftsgeld.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,959,IT.TA.GL,Mutterschaftsgeld (MUG)
fusionsarchiv-dmp.ui,DEV-APP/UI/APPLICATION,1259,IT.TA.WAVE,Diseasemanagement-Programme
rehasport.ui.impl,DEV-APP/UI/APPLICATION,1315,IT.PM.PJ,Rehasport und Funktionstraining
einstufungsverlauf.biz.api,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,720,IT.TA.KEGK,Einstufungsverlauf
leistungen-basis.ui.api,DEV-APP/UI/COMPONENT,1169,IT.TA.LEBQ,Leistungen-Basis
tk.batch.framework,DEV-FRAMEWORK/BATCH,342,IT.AF.FRW,Framework EAI
tk.sys.eai.adapter.ponton,DEV-FRAMEWORK/EAI,400,IT.AF.FRW,Framework EAI
hauptzollamt.biz,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,691,IT.TA.BCRM,Vollstreckung
eel.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,939,IT.TA.GL,Entgeltersatzleistungen
KernpruefungRVKVTKmod,EXTERNAL,118,Unbekannt,Unbekannt
gesundheitsdividende.proc.qs,QS-APP/BIZ,1598,IT.TA.BCRM,Gesundheitsdividende
tk.sys.workitem.qs,QS-FRAMEWORK/QS,537,IT.AF.FRW,Framework GUI
zahnersatz.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,948,IT.TA.ZED,Zahnersatz
datenaustausch-eessi-xml.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,994,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
bankverzeichnis-components.ui,DEV-APP/UI/COMPONENT,1100,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
haertefall.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,824,IT.TA.LEBQ,Haertefall - Belastungsgrenze
betriebsnummernverzeichnis.biz.qs,QS-APP/BIZ,1552,IT.TA.WAVE,Betriebsnummern-Verzeichnis
tk.sys.viewagent,DEV-FRAMEWORK/GUI-CORE,434,IT.AF.FRW,Framework GUI
uvtraeger.biz.api,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,687,IT.TA.LEBQ,Unfall
eessi-institution.biz.qs,QS-APP/BIZ,1703,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
jakarta.jms-api,EXTERNAL,64,Unbekannt,Unbekannt
neuaufnahmemanager.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRIEB,864,IT.TA.KEGK,Neuaufnahmemanager
tkschriftgut.type,DEV-APP/BIZ/BASIS/INTERAKTION,636,IT.BA.DOC,KISG-Java (Altsysteme)
swing2mockupOSGi,EXTERNAL,182,Unbekannt,Unbekannt
org.eclipse.equinox.common,EXTERNAL,13,Unbekannt,Unbekannt
ui-testtools.ui,DEV-APP/UI/TESTTOOLS,1383,IT.AF.FRW,UI-Components
melderegisterabgleich.biz.impl,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,734,IT.TA.KEGK,Melderegisterabgleich
jgiven-junit5,EXTERNAL/TEST_ONLY/JGIVEN,290,Unbekannt,Unbekannt
everordnungmanager.ui.impl,DEV-APP/UI/APPLICATION,1330,IT.AF.PIM,eVerordnung Manager
versorgungsangebot.ui,DEV-APP/UI/APPLICATION,1252,IT.TA.WAVE,Versorgungsangebot
haftpflichtversicherer.ui.qs,QS-APP/UI,1921,IT.TA.LEBQ,Unfall
leistungen-basis.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,812,IT.TA.LEBQ,Leistungen-Basis
versichertenbestandsfuehrung.ui.api,DEV-APP/UI/APPLICATION,1290,IT.TA.KEGK,Versichertenbestandsfuehrung
everordnungmanager.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,897,IT.AF.PIM,eVerordnung Manager
tk.sys.gui.test,QS-INTEGRATIONTEST/GUI,1969,IT.AF.FRW,Integrationstests
tk.sys.eai.adapter.notes,DEV-FRAMEWORK/EAI,409,IT.AF.FRW,Framework EAI
implantattraeger.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1435,IT.TA.LEVE,Implantattraeger
rehasport.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1051,IT.PM.PJ,Rehasport und Funktionstraining
com.twelvemonkeys.common.common-io,EXTERNAL,71,Unbekannt,Unbekannt
tk-patientenquittung.biz.qs,QS-APP/BIZ,1545,IT.TA.WAVE,TK-Patientenquittung
psychotherapie.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,884,IT.TA.LEBQ,Psychotherapie
apothekenabrechnung.biz.qs.api,QS-APP/BIZ,1556,IT.TA.WAVE,DA Apotheken
mdkverzeichnis.ui,DEV-APP/UI/APPLICATION,1238,IT.TA.WAVE,MDK-Verzeichnis
pzr.proc.qs,QS-APP/BIZ-TOP,1734,IT.TA.ZED,Professionelle Zahnreinigung
diga.ext.inbound,DEV-APP/EXTERN/INBOUND,1094,IT.TA.ZED,Digitale Gesundheitsanwendung
mitteilungsmanagement.ui.qs,QS-APP/UI,1892,IT.TA.GL,Mitteilungsmanagement
unfall-basis.biz.qs,QS-APP/BIZ,1627,IT.TA.LEBQ,Unfall
da-sonstigeleistungserbringer.ui.qs,QS-APP/UI,1794,IT.TA.LEVE,DA Sonstige Leistungserbringer
fusionsarchiv-dmp.biz,DEV-APP/BIZ/PROZESSDATEN/FUSIONSARCHIV,761,IT.TA.WAVE,Diseasemanagement-Programme
jfreechart,EXTERNAL,88,Unbekannt,Unbekannt
hotswap-agent-core,HOTSWAP,302,Unbekannt,Unbekannt
diseasemanagement.ui,DEV-APP/UI/APPLICATION,1263,IT.TA.WAVE,Diseasemanagement-Programme
interessent-pflege.biz.qs,QS-APP/BIZ,1473,IT.TA.BCRM,CRM-Akquisemanager
pzr.ui.qs,QS-APP/UI,1909,IT.TA.ZED,Professionelle Zahnreinigung
tk.sys.workitem.test,QS-INTEGRATIONTEST/GUI,1966,IT.AF.FRW,Integrationstests
medizinproduktregress.biz.qs,QS-APP/BIZ,1468,IT.TA.LEBQ,Medizinproduktregress
schriftgut.biz,DEV-APP/BIZ/BASIS/INTERAKTION,670,IT.BA.DOC,KISG-Java (Altsysteme)
com.ibm.icu,EXTERNAL,222,Unbekannt,Unbekannt
sozv-meldungen.biz.qs.api,QS-APP/BIZ,1592,IT.TA.KMEL,SozV-Meldungen
zusatzvertrag.ui.qs,QS-APP/UI,1760,IT.TA.WAVE,Wahltarife
dokumentenklasse.biz,DEV-APP/BIZ/BASIS/INTERAKTION,646,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
inbound-versicherter.ext.inbound,DEV-APP/EXTERN/INBOUND,1085,IT.TA.KEGK,Versichertenbestandsfuehrung
proko-schriftgut-beispiel.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1037,IT.PM.PJ,Prozesskomponente-Schriftgut-Beispiel
tk.sys.eai.adapter.queueinbox,DEV-FRAMEWORK/EAI,399,IT.AF.FRW,Framework EAI
geschaeftspartner.ui.api,DEV-APP/UI/COMPONENT,1112,IT.TA.KEGK,Geschaeftspartner
xmlunit-assertj3,EXTERNAL/TEST_ONLY,283,Unbekannt,Unbekannt
pflegeunterstuetzungsgeld.biz.qs,QS-APP/BIZ,1682,IT.TA.PV,Pflegeunterstuetzungsgeld
tk.sys.gui.editpattern,DEV-FRAMEWORK/GUI-APPLICATION,440,IT.AF.FRW,Framework GUI
vertrieb.biz.qs.api,QS-APP/BIZ,1472,IT.TA.BCRM,Vertriebsmanagement
tk.sys.util.log,DEV-FRAMEWORK/SERVER-BASE,347,IT.AF.FRW,Framework Server
jdtaus-banking-charsets,EXTERNAL,86,Unbekannt,Unbekannt
datenschutzcockpit.ui.impl,DEV-APP/UI/APPLICATION,1214,IT.TA.KMEL,Datenschutzcockpit
zusatzvertrag.ui.api,DEV-APP/UI/APPLICATION,1206,IT.TA.WAVE,Wahltarife
ant-junitlauncher,EXTERNAL,40,Unbekannt,Unbekannt
arbeitgeberbeitrag.ui.qs,QS-APP/UI,1801,IT.TA.BCRM,Arbeitgeberbeitrag
tk.sys.gui.image.qs,QS-FRAMEWORK/QS,536,IT.AF.FRW,Framework GUI
versichertenbestandsfuehrung.ui.qs,QS-APP/UI,1839,IT.TA.KEGK,Versichertenbestandsfuehrung
hilfsmittelversorgung.ext.outbound,DEV-APP/EXT-OUTBOUND,592,IT.TA.LEBQ,Hilfsmittel
prozessereignismanager.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1035,IT.AF.PEP,Geschaeftsprozess
org.osgi.service.component.annotations,EXTERNAL,166,Unbekannt,Unbekannt
icd.biz,DEV-APP/BIZ/VERZEICHNIS,613,IT.TA.LEBQ,Leistungen-Basis
sozv-meldungen.ui.api,DEV-APP/UI/APPLICATION,1291,IT.TA.KMEL,SozV-Meldungen
fusionsarchiv-crm.ui,DEV-APP/UI/APPLICATION,1211,IT.TA.BCRM,CRM
logback-classic,EXTERNAL,-1,Unbekannt,Unbekannt
datenaustausch-geldleistungen-basis.biz.qs,QS-APP/BIZ,1516,IT.TA.GL,DA Entgeltersatzleistungen
junit-jupiter-migrationsupport,EXTERNAL/JUNIT-JUPITER,270,Unbekannt,Unbekannt
tk.sys.gui.metrics,DEV-FRAMEWORK/GUI-BASE,425,IT.AF.FRW,Framework GUI
datenaustausch-eessi.ui,DEV-APP/UI/APPLICATION,1371,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
crm.biz.qs.api,QS-APP/BIZ,1510,IT.TA.BCRM,CRM
testdaten-pflegeversicherung.biz.impl,DEV-APP/BIZ/TESTDATEN,1065,IT.TA.PV,Pflegeversicherung
eingabe-protokoll.ui,DEV-APP/UI/APPLICATION,1246,IT.AF.FRW,Eingabe-Protokoll
proto-kostenerstattungen.ui.qs,QS-APP/UI,1755,IT.PM.PJ,Prototyp Kostenerstattungen
tk-termin.web.qs,QS-APP/WEB,1924,IT.ON.OGP2,TK-Termin
tk.sys.kafka,DEV-FRAMEWORK/CORE,326,IT.AF.FRW,Framework EAI
da-aerzte-asv.ui.qs,QS-APP/UI,1868,IT.TA.LEVE,DA Ambulante spezialfachaerztliche Versorgung
tk.sys.gui.uiserver.qs,QS-FRAMEWORK/QS,553,IT.AF.FRW,Framework GUI
abr-sonst-leistungserbringer.ext.outbound,DEV-APP/EXT-OUTBOUND,585,IT.TA.LEVE,Abrechnungsmanagement Sonstige Leistungserbringer
bankverzeichnis.biz.qs,QS-APP/BIZ,1568,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
meldungen-basis.biz.qs.api,QS-APP/BIZ,1507,IT.TA.KMEL,Meldungen-Basis
rsa-clearing.biz.qs,QS-APP/BIZ,1691,IT.TA.KEGK,RSA-Clearing
tk.de.web.outbound,DEV-APP/WEB-OUTBOUND,605,IT.ON.OGP2,tk.de
com.hazelcast,EXTERNAL,-1,Unbekannt,Unbekannt
prozess-beispiel.ui.impl,DEV-APP/UI/APPLICATION,1377,IT.AF.PEP,Prozess-Beispiel
zahnersatz-components.ui,DEV-APP/UI/COMPONENT,1166,IT.TA.ZED,Zahnersatz
leistung-uebergreifend.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,983,IT.TA.LEBQ,Leistungen-Basis
javassist,EXTERNAL,83,Unbekannt,Unbekannt
resolver,EXTERNAL/JAXFRONT,261,Unbekannt,Unbekannt
viewagent.notifications,DEV-FRAMEWORK/TOOL,471,IT.AF.FRW,Framework GUI
datenaustausch-eessi.biz.qs.api,QS-APP/BIZ,1707,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
identitaetsdatenabruf.ui.impl,DEV-APP/UI/APPLICATION,1216,IT.TA.KMEL,Identitaetsdatenabruf
hilfsmittelversorgung.ui,DEV-APP/UI/APPLICATION,1320,IT.TA.LEBQ,Hilfsmittel
seminarverwaltung-pin-auskunft.ui.qs,QS-APP/UI,1803,IT.TA.BCRM,Seminarverwaltung
meinetk-basis.biz,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,723,IT.ON.ONB1,MeineTK
abr-sonst-leistungserbringer.ui.qs,QS-APP/UI,1828,IT.TA.LEVE,Abrechnungsmanagement Sonstige Leistungserbringer
kur.proc.qs,QS-APP/BIZ-TOP,1742,IT.TA.LEVE,Kur
kur-components.ui,DEV-APP/UI/COMPONENT,1145,IT.TA.LEVE,Kur
leistungsrueckforderung.biz.qs,QS-APP/BIZ,1585,IT.TA.WAVE,Pruefung der Leistungspflicht - PLP
stoppuhr.biz,DEV-APP/BIZ/VERZEICHNIS,608,IT.AF.PEP,Geschaeftsprozess
com.github.virtuald.curvesapi,EXTERNAL,-1,Unbekannt,Unbekannt
prozess-beispiel.biz.qs,QS-APP/BIZ,1713,IT.AF.PEP,Prozess-Beispiel
fv-meldungen.biz.qs,QS-APP/BIZ,1579,IT.TA.KMEL,FV-Meldungen
org.glassfish.hk2.external.jakarta.inject,EXTERNAL,219,Unbekannt,Unbekannt
kinderkrankengeld.biz.qs,QS-APP/BIZ,1519,IT.TA.GL,Kinderkrankengeld (KKG)
tkeasy-schema-reader,EXTERNAL,62,Unbekannt,Unbekannt
com.google.guava,EXTERNAL,-1,Unbekannt,Unbekannt
datenaustausch-geldleistungen-basis.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,908,IT.TA.GL,DA Entgeltersatzleistungen
dokumentenaufnahme.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,660,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
beitragserstattung-aus-rente.ui.qs,QS-APP/UI,1871,IT.TA.BCRM,Beitragserstattung aus Rente
tk.sys.server,DEV-FRAMEWORK/SERVER,355,IT.AF.FRW,Framework Server
bevap.biz.api,DEV-APP/BIZ/VERZEICHNIS,606,IT.TA.PV,Beschaeftigtenverzeichnis in der ambulanten Pflege
subethasmtp,EXTERNAL,174,Unbekannt,Unbekannt
vertriebspartner.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERTRIEB,866,IT.TA.BCRM,Vertriebsmanagement
unfall.biz.qs,QS-APP/BIZ,1551,IT.TA.LEBQ,Unfall
selvabrechnung.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,972,IT.TA.LEVE,DA Integrierte Versorgung
leistungen-basis.biz.qs.api,QS-APP/BIZ,1480,IT.TA.LEBQ,Leistungen-Basis
sap-eam-stammdaten.ui,DEV-APP/UI/APPLICATION,1198,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
tk.sys.process.qs,QS-INTEGRATIONTEST/PROCESS,1964,IT.AF.FRW,Integrationstests
datenaustausch-eessi.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,671,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
pzr.ui.impl,DEV-APP/UI/APPLICATION,1325,IT.TA.ZED,Professionelle Zahnreinigung
kostenerstattung.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,965,IT.TA.LEBQ,Kostenerstattung
korrespondenz-parameterpanel.ui.impl,DEV-APP/UI/COMPONENT,1162,SK.KT.SGE,Standard-Schriftgut Kiss24
geschaeftspartner.ext.inbound,DEV-APP/EXTERN/INBOUND,1082,IT.TA.KEGK,Geschaeftspartner
interessent.ui,DEV-APP/UI/COMPONENT,1138,IT.TA.BCRM,CRM-Akquisemanager
bonusprogramm.biz.qs,QS-APP/BIZ,1600,IT.TA.BCRM,CRM-Bonusprogramm
mutterschaftsgeld.biz.qs,QS-APP/BIZ,1520,IT.TA.GL,Mutterschaftsgeld (MUG)
unfall.ui.qs,QS-APP/UI,1818,IT.TA.LEBQ,Unfall
tk.sys.gui.print,DEV-FRAMEWORK/GUI-CORE,428,IT.AF.FRW,Framework GUI
dokumentenklasse.ui.impl,DEV-APP/UI/COMPONENT,1152,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
tk.sys.util.jserverevent,DEV-FRAMEWORK/SERVER-BASE,346,IT.AF.FRW,Framework Server
jaxfront-core,EXTERNAL/JAXFRONT,255,Unbekannt,Unbekannt
junit-vintage-engine,EXTERNAL/JUNIT-JUPITER,279,Unbekannt,Unbekannt
da-mitteilungsverfahren-rv.ui.impl,DEV-APP/UI/APPLICATION,1182,IT.TA.LEVE,DA Mitteilungsverfahren RV
einstufungsverlauf.web,DEV-APP/WEB,1076,IT.TA.KEGK,Einstufungsverlauf
mvel2,EXTERNAL,186,Unbekannt,Unbekannt
rente.ui,DEV-APP/UI/APPLICATION,1262,IT.TA.KMEL,Rente
praeventionskurs.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,714,IT.TA.LEBQ,Praeventionskurse
vorgang-crm.ui.api,DEV-APP/UI/COMPONENT,1106,IT.AF.PIM,Vorgangssystem
vps.ui.qs,QS-APP/UI,1873,IT.TA.LEVE,Vorpruefsoftware
jcalendar,EXTERNAL/JAXFRONT,259,Unbekannt,Unbekannt
tim.biz.api,DEV-APP/BIZ/PROZESSDATEN/SERVICE,998,IT.AF.PIM,TI-Messenger-Adapter
tkkonto.biz.qs,QS-APP/BIZ,1615,IT.TA.BCRM,TK-Konto (TKeasy-GUI  Schriftgut)
rechnungswesen.proc.qs,QS-APP/BIZ-TOP,1753,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
versorgungsamtsbescheid.ui.qs,QS-APP/UI,1766,IT.TA.WAVE,Versorgungsamtsbescheid
tk.sys.gui.uiserverjars,DEV-FRAMEWORK/TKX-SERVER,438,IT.AF.FRW,Framework GUI
leistung-services.hh.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,798,IT.TA.LEBQ,Leistung-Services
tk.sys.daemon.qs,QS-FRAMEWORK/QS,526,IT.AF.FRW,Framework GUI
kurverzeichnis.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,709,IT.TA.LEVE,Kur
tk.tool.eaigenerator,DEV-FRAMEWORK/TOOL,461,IT.AF.FRW,Framework EAI
org.apache.felix.scr,EXTERNAL,9,Unbekannt,Unbekannt
krankenhausverzeichnis-systemanforderungen.biz.qs,QS-APP/BIZ,1564,IT.TA.LEVE,Verzeichnis Krankenhaeuser
zusatzvertrag.biz.qs,QS-APP/BIZ,1559,IT.TA.WAVE,Wahltarife
proko-schriftgut-beispiel.biz.impl,DEV-APP/BIZ/BSPL,1024,IT.PM.PJ,Prozesskomponente-Schriftgut-Beispiel
widerspruch.ui.qs,QS-APP/UI,1912,IT.TA.WAVE,Widerspruchsbearbeitung
tk.sys.test,QS-FRAMEWORK/BASE,481,IT.AF.FRW,Framework Server
rechtsakte.biz.qs,QS-APP/BIZ,1671,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
tk.util.test,QS-INTEGRATIONTEST/MISC,1971,IT.AF.FRW,Integrationstests
kvnr-meldungen.biz.api,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,771,IT.TA.KMEL,KVNr-Meldungen
kinderkrankengeld.ui.qs,QS-APP/UI,1812,IT.TA.GL,Kinderkrankengeld (KKG)
korrespondenzpartner.ui.impl,DEV-APP/UI/COMPONENT,1158,IT.TA.KEGK,Geschaeftspartner
mandatsakte.ui,DEV-APP/UI/COMPONENT,1127,IT.TA.KEGK,Geschaeftspartner
krankenkassenverzeichnis.ui.qs,QS-APP/UI,1913,IT.TA.WAVE,Krankenkassen-Verzeichnis
kur.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,919,IT.TA.LEVE,Kur
korrespondenz.ext.outbound,DEV-APP/EXT-OUTBOUND,587,IT.BA.DOC,Kiss24-TKeasy
interessent.biz.qs,QS-APP/BIZ,1474,IT.TA.BCRM,CRM-Akquisemanager
leistungssystem.biz.qs,QS-APP/BIZ,1483,IT.TA.LEBQ,Leistungssystem
mdkverzeichnis-components.ui.api,DEV-APP/UI/COMPONENT,1135,IT.TA.WAVE,MDK-Verzeichnis
tk.de.web.qs,QS-APP/WEB,1923,IT.ON.OGP2,tk.de
widerspruch.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERWALTUNG,738,IT.TA.WAVE,Widerspruchsbearbeitung
ext-mtext.qs,QS-FRAMEWORK/QS,545,Unbekannt,Unbekannt
tk.sys.gui.infomessage,DEV-FRAMEWORK/GUI-CORE,435,IT.AF.FRW,Framework GUI
zahnersatz.proc.qs,QS-APP/BIZ-TOP,1741,IT.TA.ZED,Zahnersatz
leistung-services.hk.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,800,IT.TA.LEBQ,Leistung-Services
arbeitgeberbestandsfuehrung-uebergreifend.biz,DEV-APP/BIZ/UEBERGREIFEND,1014,IT.TA.KEGK,Arbeitgeberbestandsfuehrung
chroniker.ui.qs,QS-APP/UI,1850,IT.TA.LEBQ,Chronikerdaten
ki-pilot.biz.qs,QS-APP/BIZ,1692,IT.AF.KI,KI-Basis
krankenhausaufenthalt-components.ui,DEV-APP/UI/APPLICATION,1304,IT.TA.LEVE,Krankenhausaufenthalt
jackson-databind,EXTERNAL/JACKSON,189,Unbekannt,Unbekannt
everordnungmanager.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,892,IT.AF.PIM,eVerordnung Manager
vorgang.biz.qs.api,QS-APP/BIZ,1452,IT.AF.PIM,Vorgangssystem
mandatsakte.ui.qs,QS-APP/UI,1857,IT.TA.KEGK,Geschaeftspartner
rechnungswesen-type.biz.qs,QS-APP/BIZ,1645,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
javax.servlet,EXTERNAL,-1,Unbekannt,Unbekannt
tk.sys.automation,DEV-FRAMEWORK/SERVER,364,IT.AF.FRW,Framework Server
tk-vorsorge-planer.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,971,IT.TA.LEVE,TK-Vorsorgeplaner
datenaustausch-eessi.ext.outbound,DEV-APP/EXT-OUTBOUND,582,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
fusionsarchiv-krankenhaus.biz,DEV-APP/BIZ/PROZESSDATEN/FUSIONSARCHIV,759,IT.TA.LEVE,Fusionsarchiv-Krankenhaus
leistungsaushilfe-ausland.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,907,IT.TA.ZED,Leistungsaushilfe Ausland
beitrag.ui,DEV-APP/UI/APPLICATION,1251,IT.TA.BCRM,"Beitragssaetze, Rechengroessen"
com.cedarsoftware.json-io,EXTERNAL,187,Unbekannt,Unbekannt
betriebsnummernverzeichnis.ui.qs,QS-APP/UI,1791,IT.TA.WAVE,Betriebsnummern-Verzeichnis
datenaustausch-finanzverwaltung.ext.inbound,DEV-APP/EXTERN/INBOUND,1087,IT.TA.BCRM,Steuerdaten
selvabrechnung.biz.qs,QS-APP/BIZ,1636,IT.TA.LEVE,DA Integrierte Versorgung
e-nachricht.ui.impl,DEV-APP/UI/APPLICATION,1189,IT.AF.PIM,e-Nachricht
e-nachricht.ui.qs,QS-APP/UI,1777,IT.AF.PIM,e-Nachricht
schnellerfassung.ui,DEV-APP/UI/COMPONENT,1154,IT.AF.PEP,Geschaeftsprozess
arbeitgeberbeitrag.biz.api,DEV-APP/BIZ/PROZESSDATEN/BEITRAG,837,IT.TA.BCRM,Arbeitgeberbeitrag
au-steuerung.biz.qs,QS-APP/BIZ,1609,IT.TA.GL,Arbeitsunfaehigkeit-Steuerung
everordnungmanager.ext.inbound.qs,QS-APP/EXTERN,1946,IT.AF.PIM,eVerordnung Manager
kieferorthopaedie.biz.qs,QS-APP/BIZ,1587,IT.TA.ZED,Kieferorthopaedie
ik-inhaber-verzeichnis.biz,DEV-APP/BIZ/BASIS/BASISROLLEN,684,IT.TA.KEGK,Geschaeftspartner
tk.sys.documentoutput,DEV-FRAMEWORK/DOCUMENT-OUTPUT,383,IT.AF.FRW,Framework GUI
